date posted (GMT),title,address,distance (km),price,post_url
"August 14, 2017 7:03 PM","Clean room, pool, close to UW","511 Weber St N, Waterloo, ON N2L 4G1, Canada",2.447,$599.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/clean-room-pool-close-to-uw/1289479137"">link</a>"
"September 7, 2017 8:53 PM",ALL Inclusive - Great Rooms in House VERY close to Universities,"128 Columbia St W, Waterloo, ON N2L 3K8, Canada",0.963,Please Contact,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/all-inclusive-great-rooms-in-house-very-close-to-universities/1295863963"">link</a>"
"August 11, 2017 2:39 PM",All Inclusive -  All Furnished - Large Room,"Waterloo, ON N2L5A2",2.68,$550.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/all-inclusive-all-furnished-large-room/1264283365"">link</a>"
"September 4, 2017 7:02 PM",4 Bedroom Unit at 81 Elgin Cres - Close to Universities!,"81 Elgin Crescent, Waterloo, ON N2J 2S3, Canada",1.897,$500.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/4-bedroom-unit-at-81-elgin-cres-close-to-universities/515405068"">link</a>"
"September 9, 2017 12:00 AM",MyRez on Lester - 1 Room Available - 181 Lester St.,"181 Lester St, Waterloo, ON N2L 3W3, Canada",0.698,$690.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/myrez-on-lester-1-room-available-181-lester-st/1296172513"">link</a>"
"September 9, 2017 2:12 AM",Room for a female student/professional,"74 Churchill St, Waterloo, ON N2L 2X2, Canada",1.714,$425.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/room-for-a-female-student-professional/1296198175"">link</a>"
"September 5, 2017 10:03 PM",TWO MONTHS FREE @ 45 COLUMBIA STREET,"45 Columbia Street West, Waterloo, ON, N2L 3K5",1.48,$595.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/two-months-free-45-columbia-street/1285849568"">link</a>"
"September 5, 2017 1:51 PM",A Nice Room available in the house Walking distance to UW,"235 Cedarbrae Ave, Waterloo, ON N2L 4S7, Canada",2.033,$425.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/a-nice-room-available-in-the-house-walking-distance-to-uw/1295190307"">link</a>"
"September 4, 2017 1:42 PM",FURNISHED-QUIET-INCLUSIVE,"58 Bridgeport Rd E, Waterloo, ON N2J 4H5, Canada",1.883,$580.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/furnished-quiet-inclusive/1294858280"">link</a>"
"August 31, 2017 5:47 PM",Brand New room in basement near WLU,"117 Noecker St, Waterloo, ON N2J 2R9, Canada",2.006,$500.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/brand-new-room-in-basement-near-wlu/1293935963"">link</a>"
"September 3, 2017 3:05 PM","Student Rooms for Rent, Free Internet, Fantastic Location!","Waterloo, ON N2J2H2",1.858,$385.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/student-rooms-for-rent-free-internet-fantastic-location/1294620274"">link</a>"
"September 5, 2017 10:03 PM",ONE ROOM LEFT @  21 COLUMBIA ** 3 MONTH'S FREE,"21 Columbia Street West, Waterloo, ON, N2L 3K3",1.639,$595.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/one-room-left-21-columbia-3-months-free/1285850633"">link</a>"
"August 10, 2017 8:16 AM",Luxury room for rent,"Waterloo, ON N2J2P2",2.7,$590.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/luxury-room-for-rent/1288331450"">link</a>"
"August 21, 2017 6:54 PM",5 BEDROOM STUDENT HOUSE AVAILABLE SEPT 1ST!!!,"54 Dorset St, Waterloo, ON N2L 3L8, Canada",1.378,$495.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/5-bedroom-student-house-available-sept-1st/1291323013"">link</a>"
"September 8, 2017 1:47 AM",Room for Rent in my Home - Quiet Neighborhood in Waterloo,"197 Cedarvale Crescent, Waterloo, ON N2L 4T3, Canada",2.166,$545.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/room-for-rent-in-my-home-quiet-neighborhood-in-waterloo/1290410260"">link</a>"
"August 15, 2017 2:28 PM",room for rent near WLU ONLY for females,"117 Noecker St, Waterloo, ON N2J 2R9, Canada",2.006,$500.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/room-for-rent-near-wlu-only-for-females/1289708267"">link</a>"
"September 7, 2017 8:12 PM","6 Bedrooms House Rent in Waterloo, near University of Waterloo","32 Cardill Crescent, Waterloo, ON N2L 3Y6, Canada",1.291,Please Contact,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/hamilton/6-bedrooms-house-rent-in-waterloo-near-university-of-waterloo/1295852786"">link</a>"
"August 29, 2017 6:08 PM",Roommate Wanted,"Waterloo, ON N2J2Z1",1.65,$850.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/roommate-wanted/1293411631"">link</a>"
"August 17, 2017 1:17 AM",18 James 5 Bedroom Ensuites *$200 Cash Back Promotion*,"18 James Street, Waterloo, ON, N2J 2S9",1.468,$670.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/18-james-5-bedroom-ensuites-200-cash-back-promotion/1254976126"">link</a>"
"September 5, 2017 3:06 PM",2 rooms in 4 bedrooms unit,"21 Avondale Ave S, Waterloo, ON N2L 2B5, Canada",1.32,$480.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/2-rooms-in-4-bedrooms-unit/1289744347"">link</a>"
"August 27, 2017 8:12 PM",1 year lease take over for a room in a three bedroom unit (all f,"285 Erb St W, Waterloo, ON N2L 1W5, Canada",1.426,$550.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/1-year-lease-take-over-for-a-room-in-a-three-bedroom-unit-all-f/1292845796"">link</a>"
"September 8, 2017 11:29 AM",FURNISHED STUDENT BEDROOM * 1 MONTH FREE * 22 COLUMBIA ST W,"22 Columbia St W, Waterloo, ON, N2L 3K3",1.656,$510.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/furnished-student-bedroom-1-month-free-22-columbia-st-w/1223871109"">link</a>"
"September 8, 2017 6:05 PM",HUGE 17 Feet Long Student Rooms! 1 min to WLU! Free WiFi! $495,"Waterloo, ON N2L3M6",1.535,$495.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/huge-17-feet-long-student-rooms-1-min-to-wlu-free-wifi-495/1296080152"">link</a>"
"August 30, 2017 12:49 AM",Excellent Bungalow in Waterloo (1 of 4 Bed rooms available),"459 Hazel St, Waterloo, ON N2L 3P7, Canada",1.796,$570.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/excellent-bungalow-in-waterloo-1-of-4-bed-rooms-available/1293517430"">link</a>"
"September 8, 2017 8:02 PM",Looking for someone to take my residence contract at UW,"Waterloo, ON N2L3G1",0.268,Please Contact,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/looking-for-someone-to-take-my-residence-contract-at-uw/1296111146"">link</a>"
"August 15, 2017 12:30 AM",One Bedroom Sublet Available for Winter/Spring/Summer 2018,"75 Columbia St W, Waterloo, ON N2L 3K7, Canada",1.28,$600.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/one-bedroom-sublet-available-for-winter-spring-summer-2018/1289601867"">link</a>"
"September 9, 2017 12:10 AM",** For Sublet - Large Room in a 3BR Apt at WCRI ***,"268 Phillip St, Waterloo, ON N2L 6G9, Canada",0.603,$625.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/for-sublet-large-room-in-a-3br-apt-at-wcri/1296174679"">link</a>"
"August 15, 2017 7:19 PM",walking distance 3 rooms avaiable for rent in September,"292 Hemlock St, Waterloo, ON N2L 3R8, Canada",1.115,$500.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/walking-distance-3-rooms-avaiable-for-rent-in-september/1289764767"">link</a>"
"September 1, 2017 3:10 PM",Beautiful Two Rooms For Rent Close To Waterloo University,"351 Bridle Path Ct, Waterloo, ON N2L 6A3, Canada",1.582,$475.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/beautiful-two-rooms-for-rent-close-to-waterloo-university/1294142064"">link</a>"
"August 17, 2017 1:17 AM",28 University 5 Bed 5 Bath,"28 University Avenue East, Waterloo, ON, N2J 2V8",1.642,$595.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/28-university-5-bed-5-bath/1254976128"">link</a>"
"August 23, 2017 3:23 PM",**WLU & UW STUDENTS MUST SEE**,"130 Marshall St, Waterloo, ON N2J 4E6, Canada",2.159,$450.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/wlu-uw-students-must-see/1291810989"">link</a>"
"August 15, 2017 12:10 AM","Weber St. N. Near UW, bus and LRT","Waterloo, ON N2L4G1",2.46,$599.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/weber-st-n-near-uw-bus-and-lrt/1289592832"">link</a>"
"September 5, 2017 10:03 PM",TWO MONTHS FREE @  45 COLUMBIA,"45 Columbia Street West, Waterloo, ON, N2L 3K5",1.48,$595.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/two-months-free-45-columbia/1285849509"">link</a>"
"September 2, 2017 11:31 AM",BEDROOM RENTAL * HOUSE @ 40 BEECH ST * MAY or SEPT 2017,"40 Beech St, Waterloo, ON, N2L 3H1",1.244,$350.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/bedroom-rental-house-40-beech-st-may-or-sept-2017/1252611373"">link</a>"
"September 5, 2017 1:36 AM",Subletting Room for Rent Near WLU & UW,"98 Marshall St, Waterloo, ON N2J 2T4, Canada",1.926,$465.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/subletting-room-for-rent-near-wlu-uw/1295057065"">link</a>"
"August 27, 2017 10:24 AM","5 bedroom unit on SEAGRAM DR, 2 MINUTE WALK TO BOTH UNIVERSITIES","87 Seagram Dr, Waterloo, ON N2L 3B6, Canada",0.8,$450.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/5-bedroom-unit-on-seagram-dr-2-minute-walk-to-both-universities/1292767788"">link</a>"
"August 22, 2017 4:03 PM",STUDENT ROOM LAURIER/WATERLOO *females preferred,"Waterloo, ON N2L4B6",2.372,$480.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/student-room-laurier-waterloo-females-preferred/1291546036"">link</a>"
"August 25, 2017 3:21 AM",One bedroom for rent in September,"Waterloo, ON N2L4B3",2.023,$510.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/one-bedroom-for-rent-in-september/1292253587"">link</a>"
"August 16, 2017 7:14 PM",room for females near WLU,"117 Noecker St, Waterloo, ON N2J 2R9, Canada",2.006,$500.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/room-for-females-near-wlu/1290061117"">link</a>"
"August 21, 2017 10:23 PM",Conestoga commons sublet (Females only),"Waterloo, ON N2L3H5",1.391,$505.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/conestoga-commons-sublet-females-only/1291381572"">link</a>"
"September 7, 2017 1:39 AM",22 Columbia St $545/mo,"22 Columbia St W, Waterloo, ON N2L 3K3, Canada",1.656,$545.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/22-columbia-st-545-mo/1128732083"">link</a>"
"August 21, 2017 11:15 PM",Room rental with young professionals,"121 University Ave E, Waterloo, ON N2J 4J1, Canada",2.269,$550.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/room-rental-with-young-professionals/1291394794"">link</a>"
"September 4, 2017 1:41 PM",ROOMS FOR RENT!! CLOSE TO ALL AMENITIES AND UNIVERSITIES!!!,"40 High St, Waterloo, ON N2L 3X8, Canada",1.565,$425.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/rooms-for-rent-close-to-all-amenities-and-universities/1294857929"">link</a>"
"August 25, 2017 4:54 PM",Student Room Rental TWO MONTHS FREE!!,"330 Spruce St, Waterloo, ON N2L 3M7, Canada",1.61,$625.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/student-room-rental-two-months-free/1292343001"">link</a>"
"August 25, 2017 4:58 PM",Female Only Sublet Sept 2017 - Jan 2018,"34 Laurel St, Waterloo, ON N2J 2H2, Canada",1.886,$465.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/female-only-sublet-sept-2017-jan-2018/1292363928"">link</a>"
"August 29, 2017 3:46 PM",Winter sublet at 316 King st,"316 King St N, Waterloo, ON N2J 2Z2, Canada",1.646,$600.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/winter-sublet-at-316-king-st/1293370609"">link</a>"
"August 11, 2017 2:02 PM",Student Rental on Quiet Street,"44 Noecker St, Waterloo, ON N2J 2R4, Canada",1.619,$550.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/student-rental-on-quiet-street/1288634805"">link</a>"
"August 21, 2017 5:49 PM",Rental rooms near UW students welcome. Rent $425/mo,"Waterloo, ON N2V1L7",2.966,$425.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/rental-rooms-near-uw-students-welcome-rent-425-mo/1291304982"">link</a>"
"August 11, 2017 3:40 AM","Room for rent, next to Waterloo Uni","295 Glenridge Dr, Waterloo, ON N2J 3W6, Canada",2.857,$450.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/room-for-rent-next-to-waterloo-uni/1288577693"">link</a>"
"August 10, 2017 6:07 AM",WINTER SUBLET Room Available 1 Minute Walk from WLU Campus,"Waterloo, ON N2L3P1",1.2,Please Contact,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/winter-sublet-room-available-1-minute-walk-from-wlu-campus/1288328129"">link</a>"
"August 20, 2017 12:42 PM","Quiet Rooms in Victorian Home. Short walk to WLU, groceries...","126 Albert St, Waterloo, ON, N2L 3T1",1.068,$600.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/quiet-rooms-in-victorian-home-short-walk-to-wlu-groceries/1290949265"">link</a>"
"September 5, 2017 10:03 PM",8 MONTH LEASE FOR ONLY $625,"316 King, Waterloo, ON, N2J 2Z2",1.646,$625.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/8-month-lease-for-only-625/1285850259"">link</a>"
"August 12, 2017 3:48 PM",Room for rent . all inclusive walking distance to university,"Waterloo, ON N2J3M9",2.584,$500.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/room-for-rent-all-inclusive-walking-distance-to-university/1288921700"">link</a>"
"September 3, 2017 3:39 AM",Nice Room available in the house Walking distance to UW,"235 Cedarbrae Ave, Waterloo, ON N2L 4S7, Canada",2.033,$425.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/nice-room-available-in-the-house-walking-distance-to-uw/1294557265"">link</a>"
"August 11, 2017 3:15 PM",All Inclusive -  All Furnished - Beautiful Room,"Waterloo, ON N2L5A2",2.68,$550.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/all-inclusive-all-furnished-beautiful-room/1288656013"">link</a>"
"August 30, 2017 5:13 AM",nice rooms rent for students from Sep 2017,"193 Allen St E, Waterloo, ON N2J 1J9, Canada",2.646,$550.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/nice-rooms-rent-for-students-from-sep-2017/1293556812"">link</a>"
"August 14, 2017 9:41 PM",158 ERB ST E... SEPTEMBER STUDENT RENTAL,"158 Erb St E, Waterloo, ON N2J 1M4, Canada",2.262,$450.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/158-erb-st-e-september-student-rental/1289525434"">link</a>"
"August 21, 2017 3:14 AM",Room + board in exchange for child care at a lovely home,"Waterloo, ON N2L4Z6",2.988,$1.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/room-board-in-exchange-for-child-care-at-a-lovely-home/1291180061"">link</a>"
"August 24, 2017 1:00 PM",2018 Jan - Aug. renting room near UW and WLU 5 minutes of walk,"Waterloo, ON N2L3R8",1.166,$500.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/2018-jan-aug-renting-room-near-uw-and-wlu-5-minutes-of-walk/1292038517"">link</a>"
"September 8, 2017 2:09 PM","Large Room for Rent near Universities In Kitchener Waterloo ""","125 Lincoln Rd, Waterloo, ON N2J 2N9, Canada",2.335,$500.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/large-room-for-rent-near-universities-in-kitchener-waterloo/1296011830"">link</a>"
"August 31, 2017 7:50 PM",Rental Rooms with AC & free WiFi on University Rd near Uni/Weber,"265 Glenridge Dr, Waterloo, ON N2J 3W5, Canada",2.691,$400.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/rental-rooms-with-ac-free-wifi-on-university-rd-near-uni-weber/1293969435"">link</a>"
"September 5, 2017 2:17 PM","Upscale, upstairs room in established neighbourhood","Waterloo, ON N2J3W9",2.563,$425.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/upscale-upstairs-room-in-established-neighbourhood/1295197621"">link</a>"
"August 31, 2017 9:22 PM",Room for rent in Uptown Waterloo  $450,"Waterloo, ON N2J1K7",1.991,$450.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/room-for-rent-in-uptown-waterloo-450/1293993769"">link</a>"
"September 5, 2017 9:17 PM",!!! WOW !!! Shared room rental (Girls ONLY please) 5 min to WLU,"28 Elgin St, Waterloo, ON N2J 2R1, Canada",1.559,$495.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/wow-shared-room-rental-girls-only-please-5-min-to-wlu/1289819905"">link</a>"
"August 10, 2017 3:41 PM",Student Room Rental Fall 2017 | Waterloo,"Waterloo, ON N2L3W3",0.662,$625.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/student-room-rental-fall-2017-waterloo/1288404155"">link</a>"
"September 5, 2017 10:03 PM",3 MONTHS FREE RENT @ 21 COLUMBIA,"21 Columbia Street West, Waterloo, ON, N2L 3K3",1.639,$595.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/3-months-free-rent-21-columbia/1285850573"">link</a>"
"August 17, 2017 5:23 PM",Nice Room in House - Pet Friendly - Friday Showing,"42 Westmount Rd S, Waterloo, ON N2L 2K6, Canada",1.483,$460.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/nice-room-in-house-pet-friendly-friday-showing/1290290369"">link</a>"
"August 14, 2017 12:19 AM","Condo for rent to a professional, graduate student or post-doc","255 Keats Way, Waterloo, ON N2L 6N6, Canada",0.88,$900.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/condo-for-rent-to-a-professional-graduate-student-or-post-doc/1289293804"">link</a>"
"August 24, 2017 3:08 PM",Student House In Uptown Area,"40 Laurel St, Waterloo, ON N2J 2H2, Canada",1.899,$475.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/student-house-in-uptown-area/1292072328"">link</a>"
"September 7, 2017 7:25 PM","[King & Columbia],Condo,1 Bedroom, (Clean and Quiet)","375 King St N, Waterloo, ON N2J 4L6, Canada",1.808,Please Contact,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/king-columbia-condo-1-bedroom-clean-and-quiet/1295839629"">link</a>"
"September 6, 2017 2:12 PM","Rooms for rent - Sept 2017 - near universities, 8 months avail.","121 University Ave, Waterloo, ON N2J 2T7, Canada",2.264,$500.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/rooms-for-rent-sept-2017-near-universities-8-months-avail/1295474741"">link</a>"
"September 4, 2017 1:37 PM",CLEAN-QUIET-NEGOTIABLE-FURNISHED,"58 Bridgeport Rd E, Waterloo, ON N2J 4H5, Canada",1.883,$580.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/clean-quiet-negotiable-furnished/1294856754"">link</a>"
"September 1, 2017 5:43 PM",nice clean room in a three bedrooms apartment for rent,"230 Cedarbrae Ave, Waterloo, ON N2L 4S7, Canada",2.098,$415.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/nice-clean-room-in-a-three-bedrooms-apartment-for-rent/1294184407"">link</a>"
